,customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Average_tenure_Charges,Average_Annual_Charges
3144,7968-QUXNS,6,Yes,Month-to-month,Mailed check,18.95,110.15,0,18.358333333333334,69.75197889182058
3145,2919-HBCJO,4,Yes,Month-to-month,Bank transfer (automatic),76.65,333.6,1,83.4,52.22700587084148
3146,4236-XPXAV,5,Yes,Month-to-month,Mailed check,99.15,465.05,1,93.01,56.28441754916793
3147,8903-WMRNW,15,Yes,Month-to-month,Electronic check,101.75,1669.4,0,111.29333333333334,196.88255528255527
3148,2452-SNHFZ,47,Yes,Month-to-month,Credit card (automatic),75.45,3545.1,0,75.42765957446808,563.8330019880716
3149,3629-WEAAM,8,Yes,Month-to-month,Mailed check,64.1,504.05,0,63.00625,94.36193447737911
3150,6029-CSMJE,17,No,Month-to-month,Mailed check,25.65,440.2,0,25.894117647058824,205.94152046783626
3151,7993-NQLJE,15,Yes,Month-to-month,Mailed check,75.1,1151.55,0,76.77,184.00266311584556
3152,9909-DFRJA,26,Yes,One year,Bank transfer (automatic),95.85,2475.35,0,95.20576923076922,309.90297339593116
3153,9099-FTUHS,23,Yes,Month-to-month,Electronic check,54.4,1249.25,0,54.31521739130435,275.56985294117646
3154,0581-BXBUB,4,Yes,Month-to-month,Electronic check,72.75,317.75,0,79.4375,52.41237113402062
3155,4962-CHQPW,29,Yes,One year,Mailed check,19.85,535.05,0,18.45,323.4559193954659
3156,9467-ROOLM,25,Yes,Month-to-month,Mailed check,19.05,461.3,0,18.452,290.5826771653543
3157,3030-YZADT,9,Yes,Month-to-month,Mailed check,44.95,431.0,1,47.888888888888886,115.06117908787542
3158,7410-KTVFV,18,Yes,Month-to-month,Mailed check,49.55,878.35,1,48.797222222222224,212.71846619576186
3159,5150-ITWWB,3,Yes,Month-to-month,Electronic check,94.85,335.75,0,111.91666666666667,42.47759620453348
3160,2253-KPMNB,69,No,Two year,Bank transfer (automatic),46.25,3121.4,0,45.23768115942029,809.8767567567568
3161,1345-ZUKID,14,Yes,One year,Mailed check,19.35,324.8,0,23.2,201.42635658914728
3162,6429-SHBCB,19,Yes,Month-to-month,Mailed check,69.6,1394.55,0,73.39736842105263,240.4396551724138
3163,9281-OFDMF,39,Yes,Month-to-month,Electronic check,90.7,3413.25,0,87.51923076923077,451.587651598677
3164,2603-HVKCG,31,Yes,Month-to-month,Electronic check,101.4,3143.65,0,101.40806451612903,372.0295857988165
3165,1834-WULEG,24,Yes,One year,Mailed check,20.25,439.75,0,18.322916666666668,260.5925925925926
3166,9097-ZUBYC,14,Yes,Month-to-month,Bank transfer (automatic),48.8,664.4,0,47.457142857142856,163.37704918032787
3167,5148-ORICT,64,Yes,Two year,Mailed check,74.35,4759.55,0,74.36796875,768.1856086079356
3168,4893-GYUJU,50,Yes,One year,Mailed check,19.35,1033.0,0,20.66,640.6201550387597
3169,4578-PHJYZ,52,Yes,One year,Electronic check,68.75,3482.85,0,66.97788461538461,607.9156363636363
3170,7272-QDCKA,28,Yes,One year,Electronic check,100.2,2688.45,0,96.01607142857142,321.9700598802395
3171,8908-SLFCJ,21,Yes,Two year,Credit card (automatic),20.85,435.25,0,20.726190476190474,250.50359712230212
3172,8393-DLHGA,25,Yes,Month-to-month,Electronic check,95.9,2448.75,1,97.95,306.4129301355579
3173,9766-HGEDE,17,Yes,One year,Mailed check,19.35,307.0,0,18.058823529411764,190.38759689922477
3174,6968-MHOMU,58,No,One year,Credit card (automatic),45.0,2689.35,0,46.36810344827586,717.16
3175,7395-IGJOS,17,Yes,Month-to-month,Bank transfer (automatic),81.5,1329.2,1,78.18823529411765,195.71042944785276
3176,5044-XDPYX,51,Yes,Two year,Mailed check,25.5,1281.25,0,25.122549019607842,602.9411764705882
3177,1814-WFGVS,72,No,Two year,Mailed check,48.9,3527.0,0,48.986111111111114,865.5214723926381
3178,2834-SPCJV,52,Yes,Month-to-month,Electronic check,84.1,4348.65,1,83.6278846153846,620.4970273483948
3179,3721-WKIIL,27,Yes,Two year,Mailed check,19.6,561.15,0,20.78333333333333,343.56122448979585
3180,6734-CKRSM,3,Yes,Month-to-month,Mailed check,20.0,63.6,0,21.2,38.160000000000004
3181,1265-ZFOSD,64,Yes,Two year,Mailed check,81.3,5129.3,0,80.1453125,757.0922509225093
3182,6568-POCUI,45,Yes,Two year,Credit card (automatic),95.2,4285.8,0,95.24000000000001,540.2268907563025
3183,7890-VYYWG,3,No,Month-to-month,Mailed check,36.45,93.7,1,31.233333333333334,30.8477366255144
3184,5197-LQXXH,71,Yes,Two year,Credit card (automatic),83.3,5894.5,0,83.02112676056338,849.1476590636255
3185,9907-SWKKF,1,No,Month-to-month,Mailed check,25.05,25.05,1,25.05,12.0
3186,3457-PQBYH,58,Yes,Two year,Credit card (automatic),20.3,1160.75,0,20.012931034482758,686.1576354679803
3187,7682-AZNDK,34,Yes,Month-to-month,Electronic check,89.85,3091.75,0,90.93382352941177,412.9215358931553
3188,0587-DMGBH,8,Yes,Month-to-month,Electronic check,49.85,365.55,1,45.69375,87.99598796389168
3189,5384-ZTTWP,15,Yes,Month-to-month,Mailed check,19.8,272.95,0,18.196666666666665,165.4242424242424
3190,3745-HRPHI,66,No,Two year,Bank transfer (automatic),54.65,3632.0,0,55.03030303030303,797.5114364135407
3191,7636-OWBPG,12,No,Month-to-month,Credit card (automatic),29.35,381.2,0,31.766666666666666,155.85689948892673
3192,1231-YNDEK,58,Yes,Two year,Bank transfer (automatic),19.15,1035.5,0,17.853448275862068,648.8772845953004
3193,1407-DIGZV,3,Yes,Two year,Mailed check,19.1,52.0,0,17.333333333333332,32.67015706806282
3194,6397-JNZZG,43,No,Month-to-month,Credit card (automatic),55.55,2342.2,1,54.46976744186046,505.965796579658
3195,0570-BFQHT,9,Yes,Month-to-month,Electronic check,80.55,653.9,0,72.65555555555555,97.41527001862198
3196,4393-OBCRR,3,Yes,One year,Mailed check,20.25,71.2,0,23.733333333333334,42.1925925925926
3197,3523-QRQLL,22,Yes,One year,Bank transfer (automatic),69.5,1498.2,1,68.10000000000001,258.6820143884892
3198,8564-LDKFL,40,Yes,One year,Bank transfer (automatic),106.0,4178.65,0,104.46624999999999,473.05471698113206
3199,3696-DFHHB,68,Yes,Two year,Bank transfer (automatic),25.5,1821.8,0,26.791176470588233,857.3176470588235
3200,0895-DQHEW,54,Yes,Month-to-month,Electronic check,104.3,5278.15,1,97.74351851851851,607.2655800575263
3201,4717-GHADL,50,Yes,Two year,Mailed check,79.6,4024.2,0,80.484,606.6633165829146
3202,5501-TVMGM,1,Yes,Month-to-month,Electronic check,55.25,55.25,0,55.25,12.0
3203,5879-HMFFH,72,Yes,Two year,Bank transfer (automatic),88.05,6520.8,0,90.56666666666666,888.6950596252129
3204,6772-WFQRD,40,Yes,One year,Bank transfer (automatic),20.4,854.9,0,21.3725,502.88235294117646
3205,3810-DVDQQ,72,Yes,Two year,Bank transfer (automatic),117.6,8308.9,0,115.40138888888889,847.8469387755101
3206,6972-SNKKW,6,Yes,Month-to-month,Mailed check,20.0,109.2,0,18.2,65.52
3207,3694-GLTJM,5,Yes,Month-to-month,Credit card (automatic),19.65,92.05,0,18.41,56.21374045801527
3208,8550-XSXUQ,48,Yes,One year,Credit card (automatic),70.55,3420.5,0,71.26041666666667,581.8001417434443
3209,8149-RSOUN,1,Yes,Month-to-month,Electronic check,93.85,93.85,1,93.85,12.0
3210,9055-MOJJJ,64,Yes,One year,Mailed check,65.8,4068.0,0,63.5625,741.8844984802431
3211,4359-INNWN,17,Yes,One year,Credit card (automatic),20.05,337.9,0,19.876470588235293,202.23441396508727
3212,0585-EGDDA,40,Yes,Month-to-month,Electronic check,80.0,3168.75,0,79.21875,475.3125
3213,4032-RMHCI,41,No,One year,Credit card (automatic),35.4,1412.4,0,34.44878048780488,478.77966101694915
3214,0549-CYCQN,51,Yes,One year,Bank transfer (automatic),79.6,3974.7,0,77.93529411764706,599.2010050251256
3215,3481-JHUZH,41,Yes,Month-to-month,Electronic check,80.25,3439.0,0,83.8780487804878,514.2429906542056
3216,7250-EQKIY,1,Yes,Month-to-month,Mailed check,50.45,50.45,1,50.45,12.0
3217,3594-IVHJZ,2,Yes,Month-to-month,Mailed check,20.45,42.45,0,21.225,24.90953545232274
3218,6869-FGJJC,68,Yes,One year,Credit card (automatic),79.6,5461.45,0,80.31544117647059,823.3341708542714
3219,3896-ZVNET,24,Yes,Two year,Mailed check,24.7,571.75,0,23.822916666666668,277.7732793522267
3220,8205-VSLRB,70,Yes,Two year,Credit card (automatic),77.3,5498.2,0,78.54571428571428,853.5368693402328
3221,5960-MVTUK,3,No,Month-to-month,Electronic check,29.75,96.85,0,32.28333333333333,39.0655462184874
3222,6817-WTYHE,2,Yes,Month-to-month,Bank transfer (automatic),44.9,111.05,0,55.525,29.679287305122493
3223,3082-VQXNH,3,No,Month-to-month,Credit card (automatic),29.8,94.4,0,31.46666666666667,38.01342281879195
3224,4013-UBXWQ,7,Yes,Month-to-month,Electronic check,74.65,521.1,1,74.44285714285715,83.76691225720026
3225,4931-TRZWN,13,Yes,Month-to-month,Electronic check,71.95,923.85,0,71.06538461538462,154.08200138985404
3226,0750-EKNGL,7,Yes,Month-to-month,Mailed check,20.75,141.1,0,20.157142857142855,81.6
3227,7669-LCRSD,12,Yes,Month-to-month,Mailed check,56.3,628.65,0,52.387499999999996,133.99289520426288
3228,3567-PQTSO,53,Yes,One year,Electronic check,105.25,5576.3,0,105.21320754716982,635.7776722090262
3229,5519-NPHVG,12,Yes,Month-to-month,Electronic check,94.2,1046.1,1,87.175,133.2611464968153
3230,8043-PNYSD,63,Yes,Two year,Mailed check,19.55,1245.6,0,19.77142857142857,764.5626598465473
3231,9938-EKRGF,15,Yes,Month-to-month,Mailed check,84.45,1287.85,0,85.85666666666665,182.9982238010657
3232,2703-AMTUL,36,Yes,One year,Mailed check,53.65,1939.35,0,53.87083333333333,433.77819198508854
3233,0928-JMXNP,4,No,Month-to-month,Electronic check,29.9,118.25,0,29.5625,47.458193979933114
3234,8173-RXAYP,24,Yes,Two year,Mailed check,19.7,452.55,0,18.85625,275.66497461928935
3235,4825-XJGDM,61,No,One year,Credit card (automatic),43.7,2696.55,0,44.205737704918036,740.4713958810069
3236,5402-HTOTQ,16,Yes,Month-to-month,Electronic check,55.3,875.35,0,54.709375,189.94936708860763
3237,6734-JDTTV,65,Yes,Two year,Credit card (automatic),19.85,1267.05,0,19.493076923076924,765.9748110831233
3238,7850-THJMU,26,Yes,Two year,Credit card (automatic),19.65,494.9,0,19.034615384615385,302.2290076335878
3239,3890-RTCMS,16,Yes,Month-to-month,Mailed check,49.45,799.0,0,49.9375,193.89282103134477
3240,8849-GYOKR,54,Yes,One year,Bank transfer (automatic),106.55,5763.3,1,106.72777777777777,649.0811825434068
3241,3148-BLQJT,1,Yes,Month-to-month,Mailed check,20.1,20.1,1,20.1,12.0
3242,3717-FDJFU,5,Yes,Two year,Mailed check,20.45,106.9,0,21.380000000000003,62.728606356968214
3243,3665-JATSN,19,No,Month-to-month,Electronic check,39.7,710.05,0,37.37105263157895,214.624685138539
3244,7966-YOTQW,10,Yes,Month-to-month,Credit card (automatic),54.5,568.2,0,56.82000000000001,125.10825688073396
3245,0461-CVKMU,23,Yes,Month-to-month,Electronic check,83.8,1900.25,1,82.6195652173913,272.11217183770884
3246,8806-EAGWC,3,Yes,Month-to-month,Mailed check,55.15,159.15,1,53.050000000000004,34.62919310970082
3247,8853-TZDGH,72,Yes,Two year,Bank transfer (automatic),111.6,8012.75,0,111.28819444444444,861.5860215053765
3248,7779-LGOVN,10,Yes,Month-to-month,Electronic check,86.65,856.65,1,85.66499999999999,118.63589151759953
3249,4324-BZCKL,10,Yes,Month-to-month,Mailed check,55.55,551.3,0,55.129999999999995,119.09270927092709
3250,6924-TDGMT,11,Yes,One year,Mailed check,20.55,184.95,0,16.813636363636363,108.0
3251,9710-ZUSHQ,37,Yes,Month-to-month,Bank transfer (automatic),106.75,4056.75,1,109.64189189189189,456.02810304449645
3252,1536-YHDOE,17,Yes,One year,Mailed check,62.1,1096.65,0,64.50882352941177,211.91304347826087
3253,8123-QBNAZ,36,Yes,Month-to-month,Credit card (automatic),104.5,3684.95,0,102.35972222222222,423.15215311004783
3254,3629-ZNKXA,17,Yes,Month-to-month,Electronic check,101.8,1752.45,0,103.08529411764707,206.57563850687626
3255,4827-LTQRJ,66,Yes,One year,Credit card (automatic),110.6,7210.85,0,109.25530303030304,782.3707052441231
3256,7711-YIJWC,61,Yes,One year,Bank transfer (automatic),84.9,5264.5,0,86.30327868852459,744.0989399293285
3257,5482-VXSXJ,22,Yes,Month-to-month,Mailed check,93.2,2157.3,0,98.05909090909091,277.7639484978541
3258,7365-BVCJH,1,No,Month-to-month,Electronic check,24.4,24.4,0,24.4,12.0
3259,9620-ENEJV,6,Yes,Month-to-month,Credit card (automatic),70.55,433.95,0,72.325,73.81148121899362
3260,4183-WCSEP,31,Yes,Month-to-month,Electronic check,78.45,2435.15,1,78.55322580645162,372.48948374760994
3261,2378-YIZKA,68,Yes,Two year,Credit card (automatic),85.0,5607.75,0,82.46691176470588,791.6823529411764
3262,5498-TXHLF,34,Yes,Month-to-month,Electronic check,87.45,2874.15,1,84.53382352941176,394.3945111492281
3263,0689-DSXGL,52,Yes,Month-to-month,Bank transfer (automatic),85.8,4433.3,0,85.25576923076923,620.0419580419581
3264,6818-DJXAA,10,Yes,Month-to-month,Electronic check,91.1,964.35,0,96.435,127.02744237102087
3265,9722-UJOJR,29,Yes,Month-to-month,Electronic check,70.75,1974.8,1,68.09655172413792,334.9484098939929
3266,0464-WJTKO,72,Yes,Two year,Bank transfer (automatic),20.1,1460.85,0,20.289583333333333,872.1492537313432
3267,8902-ZEOVF,47,Yes,One year,Mailed check,20.05,951.55,0,20.245744680851065,569.5062344139651
3268,6778-EICRF,24,Yes,One year,Mailed check,74.8,1821.2,0,75.88333333333334,292.1711229946524
3269,2662-NNTDK,65,Yes,One year,Credit card (automatic),24.8,1600.95,0,24.63,774.6532258064515
3270,4132-KALRO,4,Yes,Month-to-month,Mailed check,100.85,399.25,0,99.8125,47.50619732275657
3271,3902-FOIGH,12,Yes,Month-to-month,Electronic check,101.35,1218.55,1,101.54583333333333,144.27824370991613
3272,6772-KSATR,1,Yes,Month-to-month,Electronic check,81.7,81.7,1,81.7,12.0
3273,7112-OPOTK,33,Yes,Month-to-month,Electronic check,68.25,2171.15,1,65.79242424242425,381.74065934065936
3274,2874-YXVVA,34,Yes,Month-to-month,Electronic check,105.1,3634.8,0,106.90588235294118,415.0104662226451
3275,1245-HARPS,14,Yes,Two year,Mailed check,20.4,292.4,0,20.885714285714283,172.0
3276,4210-QFJMF,4,Yes,Month-to-month,Electronic check,79.15,317.25,1,79.3125,48.098547062539474
3277,4323-ELYYB,13,Yes,One year,Mailed check,20.0,218.55,0,16.81153846153846,131.13
3278,4293-ETKAP,65,Yes,Two year,Bank transfer (automatic),79.4,5071.9,0,78.02923076923076,766.5340050377833
3279,6064-PUPMC,23,Yes,One year,Credit card (automatic),57.2,1423.35,0,61.88478260869565,298.6048951048951
3280,6504-VBLFL,55,Yes,Two year,Electronic check,58.6,3068.6,0,55.79272727272727,628.3822525597269
3281,6322-PJJDJ,49,Yes,Two year,Electronic check,94.8,4690.65,0,95.72755102040816,593.753164556962
3282,0330-BGYZE,60,Yes,One year,Bank transfer (automatic),102.5,6157.6,0,102.62666666666668,720.8897560975611
3283,1085-LDWAM,69,Yes,One year,Credit card (automatic),20.35,1442.65,0,20.907971014492755,850.7027027027027
3284,7586-ZATGZ,40,Yes,Month-to-month,Electronic check,84.9,3369.05,0,84.22625000000001,476.19081272084804
3285,7197-VOJMM,67,Yes,Two year,Credit card (automatic),69.2,4671.65,0,69.72611940298506,810.1127167630057
3286,3318-OSATS,35,Yes,Month-to-month,Electronic check,95.45,3474.05,1,99.25857142857143,436.75851231010995
3287,5828-AVIPD,19,Yes,One year,Electronic check,100.95,1875.55,1,98.71315789473684,222.94799405646359
3288,1843-TLSGD,13,Yes,Two year,Mailed check,20.85,272.35,0,20.950000000000003,156.74820143884892
3289,9626-VFRGG,41,Yes,Month-to-month,Bank transfer (automatic),88.5,3645.05,0,88.90365853658537,494.2440677966101
3290,7075-BNDVQ,4,No,Month-to-month,Mailed check,35.0,135.75,0,33.9375,46.542857142857144
3291,9143-CANJF,24,Yes,Month-to-month,Electronic check,55.15,1319.85,0,54.99375,287.184043517679
3292,7284-BUYEC,5,No,Month-to-month,Credit card (automatic),50.95,229.4,0,45.88,54.02944062806673
3293,2041-JIJCI,5,Yes,Month-to-month,Electronic check,64.0,370.25,0,74.05,69.421875
3294,1086-LXKFY,1,Yes,Month-to-month,Mailed check,69.1,69.1,1,69.1,12.0
3295,4900-MSOMT,72,Yes,Two year,Bank transfer (automatic),80.2,5714.2,0,79.36388888888888,854.9925187032418
3296,2229-VWQJH,24,Yes,Month-to-month,Credit card (automatic),49.3,1233.25,0,51.385416666666664,300.18255578093306
3297,9194-GFVOI,42,Yes,Two year,Credit card (automatic),84.35,3571.6,0,85.03809523809524,508.11144042679314
3298,1336-EZFZY,4,Yes,Month-to-month,Mailed check,20.05,83.3,0,20.825,49.85536159600997
3299,4282-MSACW,68,Yes,One year,Credit card (automatic),117.2,8035.95,0,118.17573529411764,822.7935153583618
3300,1403-LKLIK,33,Yes,One year,Mailed check,20.1,579.4,0,17.55757575757576,345.910447761194
3301,2636-ALXXZ,1,Yes,Month-to-month,Electronic check,69.6,69.6,1,69.6,12.0
3302,7774-OJSXI,31,Yes,One year,Electronic check,103.45,3066.45,1,98.91774193548386,355.70227162880616
3303,7786-WBJYI,4,Yes,Month-to-month,Bank transfer (automatic),77.95,305.55,1,76.3875,47.03784477228993
3304,0136-IFMYD,69,Yes,Two year,Electronic check,109.95,7634.25,0,110.6413043478261,833.206002728513
3305,5144-TVGLP,38,Yes,Month-to-month,Electronic check,94.75,3653.0,0,96.13157894736842,462.64907651715043
3306,9643-AVVWI,3,Yes,Month-to-month,Electronic check,80.0,241.3,0,80.43333333333334,36.19500000000001
3307,0253-ZTEOB,48,Yes,Two year,Electronic check,79.65,3870.3,0,80.63125000000001,583.0960451977401
3308,2706-QZIHY,15,Yes,Two year,Mailed check,25.2,387.9,0,25.86,184.71428571428572
3309,6061-PQHMK,25,Yes,One year,Credit card (automatic),19.9,527.5,0,21.1,318.09045226130655
3310,9885-CSMWE,1,Yes,Month-to-month,Electronic check,78.45,78.45,1,78.45,12.0
3311,6137-MFAJN,48,No,Month-to-month,Electronic check,44.8,2104.55,0,43.84479166666667,563.7187500000001
3312,9122-UMROB,1,Yes,Month-to-month,Mailed check,20.3,20.3,0,20.3,12.0
3313,4232-JGKIY,1,Yes,Month-to-month,Electronic check,19.2,19.2,0,19.2,12.0
3314,2402-TAIRZ,37,Yes,One year,Electronic check,80.05,3019.1,0,81.59729729729729,452.58213616489695
3315,9659-ZTWSM,66,Yes,One year,Bank transfer (automatic),107.35,7051.95,0,106.84772727272727,788.294364229157
3316,9139-TWBAS,26,No,One year,Bank transfer (automatic),47.85,1190.5,0,45.78846153846154,298.5579937304075
3317,6685-GBWJZ,63,Yes,One year,Credit card (automatic),70.8,4448.8,0,70.61587301587302,754.0338983050848
3318,5016-ETTFF,10,No,Month-to-month,Mailed check,29.5,255.25,1,25.525,103.83050847457628
3319,3866-MDTUB,2,Yes,Month-to-month,Electronic check,70.75,146.9,1,73.45,24.915901060070674
3320,2195-VVRJF,18,Yes,Month-to-month,Credit card (automatic),59.1,1011.05,0,56.169444444444444,205.28934010152284
3321,3913-RDSJZ,64,Yes,Two year,Mailed check,25.55,1714.95,0,26.79609375,805.4559686888454
3322,8058-JMEQO,9,Yes,Month-to-month,Electronic check,84.45,762.5,1,84.72222222222223,108.348134991119
3323,4203-QGNZA,28,Yes,Month-to-month,Mailed check,20.25,535.35,0,19.119642857142857,317.2444444444444
3324,5043-TRZWM,1,Yes,Month-to-month,Electronic check,75.55,75.55,0,75.55,12.0
3325,0697-ZMSWS,4,Yes,Month-to-month,Electronic check,85.65,338.9,1,84.725,47.4816112084063
3326,7657-DYEPJ,38,Yes,One year,Credit card (automatic),70.15,2497.35,1,65.71973684210526,427.20171062009973
3327,9494-BDNNC,66,Yes,One year,Electronic check,95.3,6273.4,0,95.05151515151515,789.9349422875132
3328,1640-PLFMP,1,Yes,Month-to-month,Electronic check,70.25,70.25,0,70.25,12.0
3329,5366-OBVMR,18,Yes,Month-to-month,Mailed check,50.3,908.75,0,50.486111111111114,216.7992047713718
3330,8276-MQBYC,51,Yes,Month-to-month,Electronic check,97.8,4913.3,1,96.33921568627451,602.8588957055215
3331,7644-OMVMY,0,Yes,Two year,Mailed check,19.85,,0,,
3332,7593-XFKDI,1,Yes,Month-to-month,Mailed check,46.3,46.3,1,46.3,12.0
3333,4573-JKNAE,12,Yes,Two year,Bank transfer (automatic),19.35,212.3,0,17.691666666666666,131.65891472868216
3334,0337-CNPZE,41,Yes,Month-to-month,Electronic check,106.3,4443.45,1,108.37682926829268,501.6124176857949
3335,9817-APLHW,12,Yes,Month-to-month,Electronic check,25.0,316.2,0,26.349999999999998,151.776
3336,8380-MQINP,55,Yes,Two year,Mailed check,20.3,1079.05,0,19.619090909090907,637.8620689655172
3337,0840-DFEZH,7,Yes,Month-to-month,Electronic check,75.35,564.65,0,80.66428571428571,89.92435301924354
3338,1513-XNPPH,12,Yes,Month-to-month,Electronic check,89.4,1095.65,1,91.30416666666667,147.06711409395973
3339,8690-ZVLCL,68,Yes,Two year,Credit card (automatic),88.0,6161.9,0,90.61617647058823,840.2590909090909
3340,6015-VVHHE,5,Yes,Month-to-month,Credit card (automatic),83.15,446.05,1,89.21000000000001,64.3728202044498
3341,1125-SNVCK,49,Yes,Month-to-month,Mailed check,43.8,2106.05,0,42.98061224489796,577.0000000000001
3342,0384-LPITE,40,No,One year,Credit card (automatic),62.05,2511.55,0,62.78875000000001,485.7147461724416
3343,4616-EWBNJ,16,Yes,One year,Bank transfer (automatic),20.1,318.6,0,19.9125,190.2089552238806
3344,6347-DCUIK,10,Yes,Month-to-month,Mailed check,74.15,811.8,1,81.17999999999999,131.37693863789613
3345,1335-HQMKX,72,Yes,One year,Electronic check,101.35,7323.15,0,101.71041666666666,867.0725209669462
3346,2545-EBUPK,2,Yes,Month-to-month,Electronic check,84.05,186.05,0,93.025,26.562760261748963
3347,6923-AQONU,23,Yes,Two year,Mailed check,20.9,454.0,0,19.73913043478261,260.66985645933016
3348,2172-EJXVF,71,Yes,One year,Electronic check,105.9,7521.95,0,105.94295774647887,852.3456090651557
3349,0897-FEGMU,11,Yes,Month-to-month,Electronic check,99.5,1056.95,1,96.08636363636364,127.47135678391962
3350,7663-RGWBC,1,Yes,Month-to-month,Mailed check,44.15,44.15,1,44.15,12.0
3351,1120-BMWUB,16,Yes,Month-to-month,Mailed check,53.9,834.15,1,52.134375,185.71057513914658
3352,9124-LHCJQ,1,Yes,Month-to-month,Mailed check,85.45,85.45,1,85.45,12.0
3353,4536-PLEQY,12,Yes,Month-to-month,Credit card (automatic),85.05,999.8,0,83.31666666666666,141.0652557319224
3354,7029-IJEJK,54,No,One year,Bank transfer (automatic),44.1,2369.7,0,43.88333333333333,644.8163265306122
3355,8871-JLMHM,68,Yes,Two year,Credit card (automatic),90.2,6297.65,0,92.6125,837.8248337028824
3356,2235-ZGKPT,4,Yes,Month-to-month,Mailed check,50.85,239.55,1,59.8875,56.53097345132743
3357,3891-PUQOD,1,Yes,Month-to-month,Electronic check,59.2,59.2,1,59.2,12.0
3358,5447-VYTKW,27,Yes,Month-to-month,Mailed check,53.45,1461.45,0,54.12777777777778,328.1085126286249
3359,3623-FQBOX,21,Yes,Month-to-month,Mailed check,19.95,416.4,0,19.82857142857143,250.46616541353382
3360,0689-NKYLF,13,Yes,Month-to-month,Electronic check,83.2,1060.6,1,81.58461538461538,152.9711538461538
3361,8659-HDIYE,64,Yes,Month-to-month,Credit card (automatic),74.65,4869.35,0,76.08359375,782.7488278633624
3362,3658-KIBGF,1,Yes,Month-to-month,Electronic check,54.9,54.9,1,54.9,12.0
3363,3474-BAFSJ,57,No,Two year,Bank transfer (automatic),57.5,3265.95,0,57.29736842105263,681.5895652173913
3364,5519-YLDGW,21,Yes,Month-to-month,Electronic check,103.9,2254.2,1,107.34285714285713,260.3503368623676
3365,3865-ZFZIB,19,Yes,Two year,Mailed check,19.65,358.15,0,18.849999999999998,218.71755725190837
3366,1855-AGAWH,31,Yes,One year,Electronic check,93.8,2939.8,0,94.83225806451614,376.0938166311301
3367,7109-CQYUZ,52,Yes,Two year,Mailed check,89.25,4652.4,0,89.46923076923076,625.5327731092436
3368,1370-GGAWX,46,Yes,One year,Electronic check,94.15,4408.45,0,95.8358695652174,561.8842272968666
3369,4680-KUTAJ,11,Yes,Month-to-month,Electronic check,55.6,580.8,0,52.8,125.3525179856115
3370,5307-UVGNB,53,No,Month-to-month,Bank transfer (automatic),48.7,2495.2,0,47.079245283018864,614.8336755646816
3371,4946-EDSEW,11,Yes,Month-to-month,Mailed check,19.25,180.3,1,16.39090909090909,112.3948051948052
3372,2883-ILGWO,57,Yes,Month-to-month,Bank transfer (automatic),104.9,5913.95,0,103.75350877192982,676.5243088655861
3373,2516-VQRRV,2,Yes,Month-to-month,Mailed check,75.45,158.4,1,79.2,25.192842942345926
3374,7580-UGXNC,2,Yes,Month-to-month,Mailed check,54.85,104.2,1,52.1,22.79671832269827
3375,3642-BYHDO,71,Yes,Two year,Bank transfer (automatic),19.9,1389.35,0,19.56830985915493,837.7989949748744
3376,9629-NHXFW,1,Yes,Month-to-month,Mailed check,19.4,19.4,0,19.4,12.0
3377,2696-RZVZW,68,Yes,Two year,Credit card (automatic),25.05,1629.2,0,23.958823529411767,780.4550898203593
3378,5766-FTRTS,72,Yes,Two year,Mailed check,84.45,6033.1,0,83.79305555555555,857.2788632326819
3379,0396-HUJBP,2,Yes,Month-to-month,Mailed check,19.3,44.4,0,22.2,27.60621761658031
3380,5178-LMXOP,1,Yes,Month-to-month,Electronic check,95.1,95.1,1,95.1,12.0
3381,8879-ZKJOF,41,Yes,One year,Bank transfer (automatic),79.85,3320.75,0,80.9939024390244,499.0482154038823
3382,6285-FTQBF,72,Yes,Two year,Credit card (automatic),25.55,1867.7,0,25.94027777777778,877.197651663405
3383,8185-UPYBR,6,Yes,Month-to-month,Electronic check,75.5,438.0,1,73.0,69.61589403973511
3384,4585-HETAI,4,Yes,Month-to-month,Electronic check,73.75,325.45,1,81.3625,52.95457627118644
3385,7526-BEZQB,12,Yes,Month-to-month,Electronic check,96.05,1148.1,1,95.675,143.43779281624154
3386,1474-JUWSM,58,Yes,One year,Electronic check,68.4,3972.25,0,68.48706896551724,696.8859649122807
3387,3530-CRZSB,7,Yes,Month-to-month,Mailed check,20.65,155.9,0,22.271428571428572,90.59564164648911
3388,8498-XXGWA,65,Yes,Month-to-month,Mailed check,55.15,3673.15,0,56.51,799.2348141432458
3389,9617-INGJY,1,Yes,Month-to-month,Mailed check,70.6,70.6,0,70.6,12.0
3390,0621-TSSMU,56,Yes,One year,Credit card (automatic),19.95,1126.75,0,20.120535714285715,677.7443609022557
3391,7234-KMNRQ,4,Yes,Month-to-month,Mailed check,19.0,73.45,0,18.3625,46.38947368421053
3392,7636-PEPNS,58,Yes,One year,Mailed check,44.1,2413.05,0,41.60431034482759,656.6122448979592
3393,4683-WYDOU,62,Yes,Two year,Bank transfer (automatic),107.6,6912.7,0,111.49516129032257,770.9330855018587
3394,9052-DHNKM,26,Yes,One year,Electronic check,61.55,1581.95,0,60.84423076923077,308.42242079610077
